idx,section,compte,intitule,date,piece,jnl,libelle,debit,credit,solde,lettrage,page
792,GENERAUX,1640000,Emprunts,06/01/2026,8976405,BQ,"ECHEANCE PRET - PART CAPITAL (ECH, 1695,40)",1399.52,,-80600.48,,24
793,GENERAUX,1640000,Emprunts,06/02/2026,8976405,BQ,"ECHEANCE PRET - PART CAPITAL (ECH, 1695,40)",1403.78,,-79196.7,,24
794,GENERAUX,1640000,Emprunts,06/03/2026,8976405,BQ,"ECHEANCE PRET - PART CAPITAL (ECH, 1695,40)",1408.05,,-77788.65,,24
795,GENERAUX,1640000,Emprunts,08/04/2026,8976405,BQ,"ECHEANCE PRET - PART CAPITAL (ECH, 1695,40)",1412.33,,-76376.32,,24
796,GENERAUX,1640000,Emprunts,06/05/2026,8976405,BQ,"ECHEANCE PRET - PART CAPITAL (ECH, 1695,40)",1416.63,,-74959.69,,24
797,GENERAUX,1640000,Emprunts,06/06/2026,8976405,BQ,"ECHEANCE PRET - PART CAPITAL (ECH, 1695,40)",1420.94,,-73538.75,,24
798,GENERAUX,1640000,Emprunts,07/07/2026,8976405,BQ,"ECHEANCE PRET - PART CAPITAL (ECH, 1695,40)",1425.26,,-72113.49,,24
799,GENERAUX,2050000,Conc. brevets licences,25/02/2026,WF-001,AC,ERWAN BENALI,15000.0,,15000.0,,24
800,GENERAUX,2156000,Matériel pédagogique,07/07/2025,25-07-2850,AC,SMART AINFO 26 PC PORTABLES,13000.0,,13000.0,,24
801,GENERAUX,2156000,Matériel pédagogique,05/09/2025,25-09-2978,AC,SMART AINFO 18 PC PORTABLES,9000.0,,22000.0,,24
802,GENERAUX,2156000,Matériel pédagogique,17/03/2026,26-03-0847,AC,SMART AINFO 7 PC PORTABLES,3500.0,,25500.0,,24
803,GENERAUX,2183000,Materiel de bureau,15/04/2026,24A042555,AC,BOULANGER PC,1299.99,,1299.99,,24
804,GENERAUX,2183000,Materiel de bureau,02/07/2026,F277A083470,AC,BOULANGER,646.73,,1946.72,,24
805,GENERAUX,4210000,Personnel remunerations dues,28/05/2025,4979662,BQ,EVI ANTHONY GRANDCLEMENT,606.12,,606.12,A,25
806,GENERAUX,4210000,Personnel remunerations dues,31/05/2025,,OD,SALAIRES 05/2025,,606.12,0.0,A,25
807,GENERAUX,4210000,Personnel remunerations dues,27/06/2025,W5WBR90,BQ,VIR INST SALAIRE JUIN,609.67,,609.67,A,25
808,GENERAUX,4210000,Personnel remunerations dues,30/06/2025,,OD,SALAIRES 06/2025,,609.67,0.0,A,25
809,GENERAUX,4210000,Personnel remunerations dues,28/07/2025,W62Y8KN,BQ,VIR INST SALAIRE JUILLET,617.39,,617.39,A,25
810,GENERAUX,4210000,Personnel remunerations dues,31/07/2025,,OD,SALAIRES 07/2025,,617.39,0.0,A,25
811,GENERAUX,4210000,Personnel remunerations dues,28/08/2025,8059182,BQ,EVI ANTHONY GRANDCLEMENT,617.39,,617.39,A,25
812,GENERAUX,4210000,Personnel remunerations dues,31/08/2025,,OD,SALAIRES 08/2025,,617.39,0.0,A,25
813,GENERAUX,4210000,Personnel remunerations dues,26/09/2025,W6G3LX7,BQ,VIR INST POUR ANTHONY GRANDCLEMENT SALAIRE SEP SAR,1234.77,,1234.77,A,25
814,GENERAUX,4210000,Personnel remunerations dues,30/09/2025,,OD,SALAIRES 09/2025,,1234.77,0.0,A,25
815,GENERAUX,4210000,Personnel remunerations dues,31/10/2025,,OD,SALAIRES 10/2025,,1234.77,-1234.77,A,25
816,GENERAUX,4210000,Personnel remunerations dues,07/11/2025,W6QQICO,BQ,VIR INST POUR ANTHONY GRANDCLEMENT SALAIRE OCT SAR,1234.77,,0.0,A,25
817,GENERAUX,4210000,Personnel remunerations dues,29/11/2025,W6UST87,BQ,VIR INST POUR ANTHONY GRANDCLEMENT SALAIRE NOV SAR,1234.77,,1234.77,A,25
818,GENERAUX,4210000,Personnel remunerations dues,30/11/2025,,OD,SALAIRES 11/2025,,1234.77,0.0,A,25
819,GENERAUX,4210000,Personnel remunerations dues,04/12/2025,W6WQAZ3,BQ,VIR INST POUR PAULINE ZEH AVANCE SALAIRE DECEMBRE,1200.0,,1200.0,D,25
820,GENERAUX,4210000,Personnel remunerations dues,22/12/2025,W70KVTJ,BQ,VIR INST POUR ANTHONY GRANDCLEMENT PAIE DECEMBRE S,1657.08,,2857.08,D,25
821,GENERAUX,4210000,Personnel remunerations dues,31/12/2025,,OD,SALAIRES 12/2025,,3857.38,-1000.3,D,25
822,GENERAUX,4210000,Personnel remunerations dues,01/01/2026,W72VRC3,BQ,VIR INST POUR PAULINE ZEH FIN SALAIRE DECEMBRE PAU,116.33,,-883.97,D,25
823,GENERAUX,4210000,Personnel remunerations dues,02/01/2026,W739ZE9,BQ,VIR INST POUR PAULINE ZEH SALAIRE DECEMBRE SARL W,800.0,,-83.97,D,25
824,GENERAUX,4210000,Personnel remunerations dues,31/01/2026,,OD,SALAIRES 01/2026,,5687.29,-5771.26,D,25
825,GENERAUX,4210000,Personnel remunerations dues,02/02/2026,W79VTO0,BQ,VIR INST POUR MELANIE MARGUIN SALAIRE DEC + JANV S,1954.95,,-3816.31,D,25
826,GENERAUX,4210000,Personnel remunerations dues,02/02/2026,W79VTQ4,BQ,VIR INST POUR PAULINE ZEH SALAIRE JANVIER SARL WE,2139.81,,-1676.5,D,25
827,GENERAUX,4210000,Personnel remunerations dues,02/02/2026,W79VTRG,BQ,VIR INST POUR ANTHONY GRANDCLEMENT SALAIRE JANVIER,1676.5,,0.0,D,25
828,GENERAUX,4210000,Personnel remunerations dues,28/02/2026,W7GBOGU,BQ,VIR INST DE SARL WE FORM SALAIRE FEV SARL WE FORM,1870.98,,1870.98,D,25
829,GENERAUX,4210000,Personnel remunerations dues,28/02/2026,W7GBOKM,BQ,VIR INST DE SARL WE FORM SALAIRE FEVRIER SARL WE,2139.81,,4010.79,D,25
830,GENERAUX,4210000,Personnel remunerations dues,28/02/2026,W7GBOLS,BQ,VIR INST DE SARL WE FORM SALAIRE FEVRIER SARL WE,1676.5,,5687.29,D,25
831,GENERAUX,4210000,Personnel remunerations dues,28/02/2026,,OD,SALAIRES 02/2026,,5687.29,0.0,D,25
832,GENERAUX,4210000,Personnel remunerations dues,26/03/2026,W7MJMYA,BQ,VIR INST DE SARL WE FORM SALAIRE MARS SARL WE FOR,1870.98,,1870.98,D,25
833,GENERAUX,4210000,Personnel remunerations dues,26/03/2026,W7MJN0E,BQ,VIR INST POUR ANTHONY GRANDCLEMENT SALAIRE MARS SA,1676.5,,3547.48,D,26
834,GENERAUX,4210000,Personnel remunerations dues,27/03/2026,5369699,BQ,EVI PAULINE ZEH,2139.81,,5687.29,D,26
835,GENERAUX,4210000,Personnel remunerations dues,27/03/2026,5369740,BQ,EVI MLE OCEANE VIGNOLINI,1329.96,,7017.25,D,26
836,GENERAUX,4210000,Personnel remunerations dues,31/03/2026,,OD,SALAIRES 03/2026,,7017.25,0.0,D,26
837,GENERAUX,4210000,Personnel remunerations dues,30/04/2026,W7ULA6C,BQ,VIR INST POUR ANTHONY GRANDCLEMENT SALAIRE AVRIL S,1676.5,,1676.5,D,26
838,GENERAUX,4210000,Personnel remunerations dues,30/04/2026,W7ULA6G,BQ,VIR INST POUR MLE OCEANE VIGNOLINI SALAIRE AVRIL S,1704.95,,3381.45,D,26
839,GENERAUX,4210000,Personnel remunerations dues,30/04/2026,W7ULA6J,BQ,VIR INST POUR MELANIE MARGUIN SALAIRE AVRIL SARL,1870.98,,5252.43,D,26
840,GENERAUX,4210000,Personnel remunerations dues,30/04/2026,W7ULA6M,BQ,VIR INST POUR PAULINE ZEH SALAIRE AVRIL SARL WE F,2139.81,,7392.24,D,26
841,GENERAUX,4210000,Personnel remunerations dues,30/04/2026,,OD,SALAIRES 04/2026,,7392.24,0.0,D,26
842,GENERAUX,4210000,Personnel remunerations dues,27/05/2026,W80UC93,BQ,VIR INST POUR ANTHONY GRANDCLEMENT SALAIRE SARL W,1676.5,,1676.5,D,26
843,GENERAUX,4210000,Personnel remunerations dues,27/05/2026,W80UCD9,BQ,VIR INST POUR MLE OCEANE VIGNOLINI SOLDE DE TOUT C,1126.31,,2802.81,D,26
844,GENERAUX,4210000,Personnel remunerations dues,27/05/2026,W80UCEM,BQ,VIR INST POUR MELANIE MARGUIN SALAIRE SARL WE FOR,1870.98,,4673.79,D,26
845,GENERAUX,4210000,Personnel remunerations dues,27/05/2026,W80UCFR,BQ,VIR INST POUR PAULINE ZEH SALAIRE SARL WE FORM PA,2139.81,,6813.6,D,26
846,GENERAUX,4210000,Personnel remunerations dues,31/05/2026,,OD,SALAIRES 05/2026,,7337.29,-523.69,D,26
847,GENERAUX,4210000,Personnel remunerations dues,03/06/2026,W82Z78R,BQ,VIR INST POUR BAPTISTE DONIN SALAIRE MAI SARL WE,523.69,,0.0,D,26
848,GENERAUX,4210000,Personnel remunerations dues,29/06/2026,W8922PR,BQ,VIR INST POUR ANTHONY GRANDCLEMENT SALAIRE JUIN SA,1681.08,,1681.08,D,26
849,GENERAUX,4210000,Personnel remunerations dues,29/06/2026,W8922RA,BQ,VIR INST POUR BAPTISTE DONIN SALAIRE JUIN SARL WE,1165.89,,2846.97,D,26
850,GENERAUX,4210000,Personnel remunerations dues,29/06/2026,W8922SJ,BQ,VIR INST POUR MELANIE MARGUIN SALAIRE + FRAIS JUIN,1875.56,,4722.53,D,26
851,GENERAUX,4210000,Personnel remunerations dues,30/06/2026,,OD,SALAIRES 06/2026,,6866.93,-2144.4,D,26
852,GENERAUX,4210000,Personnel remunerations dues,01/07/2026,W89QG7T,BQ,VIR INST DE SARL WE FORM SALAIRE JUIN SARL WE FOR,2144.4,,0.0,D,26
853,GENERAUX,4210000,Personnel remunerations dues,29/07/2026,W8GIAC1,BQ,VIR INST POUR PAULINE ZEH AVANCE SALAIRE JUILLET S,2000.0,,2000.0,E*,26
854,GENERAUX,4210000,Personnel remunerations dues,31/07/2026,,OD,SALAIRES 07/2026,,9792.12,-7792.12,E*,26
855,GENERAUX,4286000,Autres charges du personnel,31/07/2026,,EI,REM XAVIER DUE,,25000.0,-25000.0,,26
856,GENERAUX,4310000,Securite sociale,31/05/2025,,OD,SALAIRES 05/2025,,157.18,-157.18,,26
857,GENERAUX,4310000,Securite sociale,17/06/2025,005WPKI,BQ,PRLV SEPA URSSAF RHONE ALPES,157.0,,-0.18,,26
858,GENERAUX,4310000,Securite sociale,30/06/2025,,OD,SALAIRES 06/2025,,163.55,-163.73,,26
859,GENERAUX,4310000,Securite sociale,16/07/2025,00CM3YI,BQ,PRLV SEPA URSSAF RHONE ALPES,165.0,,1.27,,26
860,GENERAUX,4310000,Securite sociale,31/07/2025,,OD,SALAIRES 07/2025,,162.87,-161.6,,26
861,GENERAUX,4310000,Securite sociale,19/08/2025,00JO6YO,BQ,PRLV SEPA URSSAF RHONE ALPES,164.0,,2.4,,26
862,GENERAUX,4310000,Securite sociale,31/08/2025,,OD,SALAIRES 08/2025,,162.87,-160.47,,26
863,GENERAUX,4310000,Securite sociale,17/09/2025,00Q2RTK,BQ,PRLV SEPA URSSAF RHONE ALPES,164.0,,3.53,,26
864,GENERAUX,4310000,Securite sociale,25/09/2025,00RE2X5,BQ,PRLV SEPA URSSAF RHONE ALPES,177.0,,180.53,,26
865,GENERAUX,4310000,Securite sociale,30/09/2025,,OD,SALAIRES 09/2025,,325.7,-145.17,,26
866,GENERAUX,4310000,Securite sociale,06/10/2025,00U45WV,BQ,PRLV SEPA URSSAF RHONE ALPES,177.0,,31.83,,27
867,GENERAUX,4310000,Securite sociale,16/10/2025,00WVRER,BQ,PRLV SEPA URSSAF RHONE ALPES,325.0,,356.83,,27
868,GENERAUX,4310000,Securite sociale,31/10/2025,,OD,SALAIRES 10/2025,,325.7,31.13,,27
869,GENERAUX,4310000,Securite sociale,06/11/2025,011NTIW,BQ,PRLV SEPA URSSAF RHONE ALPES,295.0,,326.13,,27
870,GENERAUX,4310000,Securite sociale,18/11/2025,0144JHQ,BQ,PRLV SEPA URSSAF RHONE ALPES,325.0,,651.13,,27
871,GENERAUX,4310000,Securite sociale,30/11/2025,,OD,SALAIRES 11/2025,,325.71,325.42,,27
872,GENERAUX,4310000,Securite sociale,16/12/2025,01B0195,BQ,PRLV SEPA URSSAF RHONE ALPES,325.0,,650.42,,27
873,GENERAUX,4310000,Securite sociale,23/12/2025,01CHDRB,BQ,PRLV SEPA URSSAF RHONE ALPES,1089.0,,1739.42,,27
874,GENERAUX,4310000,Securite sociale,31/12/2025,,OD,SALAIRES 12/2025,,1044.85,694.57,,27
875,GENERAUX,4310000,Securite sociale,16/01/2026,01IDSC8,BQ,PRLV SEPA URSSAF RHONE ALPES,1046.0,,1740.57,,27
876,GENERAUX,4310000,Securite sociale,26/01/2026,17RDD4I,BQ,EVI URSSAF RHONE ALPES,,526.0,1214.57,,27
877,GENERAUX,4310000,Securite sociale,31/01/2026,,OD,SALAIRES 01/2026,,1504.42,-289.85,,27
878,GENERAUX,4310000,Securite sociale,17/02/2026,01PMT09,BQ,PRLV SEPA URSSAF RHONE ALPES,1505.0,,1215.15,,27
879,GENERAUX,4310000,Securite sociale,28/02/2026,,OD,SALAIRES 02/2026,,1504.42,-289.27,,27
880,GENERAUX,4310000,Securite sociale,10/03/2026,01UYHUP,BQ,PRLV SEPA URSSAF RHONE ALPES,1089.0,,799.73,,27
881,GENERAUX,4310000,Securite sociale,10/03/2026,01UYHV7,BQ,PRLV SEPA URSSAF RHONE ALPES,382.0,,1181.73,,27
882,GENERAUX,4310000,Securite sociale,16/03/2026,01W1L43,BQ,PRLV SEPA URSSAF RHONE ALPES,382.0,,1563.73,,27
883,GENERAUX,4310000,Securite sociale,17/03/2026,01WDWTK,BQ,PRLV SEPA URSSAF RHONE ALPES,1505.0,,3068.73,,27
884,GENERAUX,4310000,Securite sociale,31/03/2026,,OD,SALAIRES 03/2026,,1743.44,1325.29,,27
885,GENERAUX,4310000,Securite sociale,16/04/2026,023NMQ9,BQ,PRLV SEPA URSSAF RHONE ALPES,1742.0,,3067.29,,27
886,GENERAUX,4310000,Securite sociale,30/04/2026,,OD,SALAIRES 04/2026,,1806.39,1260.9,,27
887,GENERAUX,4310000,Securite sociale,06/05/2026,02841RC,BQ,PRLV SEPA URSSAF RHONE ALPES,1.0,,1261.9,,27
888,GENERAUX,4310000,Securite sociale,06/05/2026,02842J3,BQ,PRLV SEPA URSSAF RHONE ALPES,382.0,,1643.9,,27
889,GENERAUX,4310000,Securite sociale,06/05/2026,02841ZR,BQ,PRLV SEPA URSSAF RHONE ALPES,382.0,,2025.9,,27
890,GENERAUX,4310000,Securite sociale,18/05/2026,02AQ6I4,BQ,PRLV SEPA URSSAF RHONE ALPES UR 827000002193858145,1813.0,,3838.9,,27
891,GENERAUX,4310000,Securite sociale,31/05/2026,,OD,SALAIRES 05/2026,,2091.71,1747.19,,27
892,GENERAUX,4310000,Securite sociale,16/06/2026,02I06ZT,BQ,PRLV SEPA URSSAF RHONE ALPES,2091.0,,3838.19,,27
893,GENERAUX,4310000,Securite sociale,30/06/2026,,OD,SALAIRES 06/2026,,1555.66,2282.53,,27
894,GENERAUX,4310000,Securite sociale,16/07/2026,02PIXGH,BQ,PRLV SEPA URSSAF RHONE ALPES,1554.0,,3836.53,,27
895,GENERAUX,4310000,Securite sociale,31/07/2026,,OD,SALAIRES 07/2026,,3345.4,491.13,,27
896,GENERAUX,4370200,Prévoyance,30/06/2025,,OD,SALAIRES 06/2025 regle en chq,,28.62,-28.62,,27
897,GENERAUX,4370200,Prévoyance,31/07/2025,,OD,SALAIRES 07/2025,,14.54,-43.16,A,27
898,GENERAUX,4370200,Prévoyance,31/08/2025,,OD,SALAIRES 08/2025,,14.54,-57.7,A,27
899,GENERAUX,4370200,Prévoyance,30/09/2025,,OD,SALAIRES 09/2025,,29.08,-86.78,A,27
900,GENERAUX,4370200,Prévoyance,21/10/2025,00XL73O,BQ,PRLV SEPA APICIL GESTION,58.16,,-28.62,A,27
901,GENERAUX,4370200,Prévoyance,31/10/2025,,OD,SALAIRES 10/2025,,29.08,-57.7,A,27
902,GENERAUX,4370200,Prévoyance,30/11/2025,,OD,SALAIRES 11/2025,,29.08,-86.78,A,27
903,GENERAUX,4370200,Prévoyance,31/12/2025,,OD,12/2025 - APICIL Prévoyance (APICIL) (prevoyance),,82.44,-169.22,A,27
904,GENERAUX,4370200,Prévoyance,31/12/2025,,OD,12/2025 - OPERATEUR TECHNIQUE DSN (15) (santé),,45.92,-215.14,A,27
905,GENERAUX,4370200,Prévoyance,21/01/2026,01J3LD1,BQ,PRLV SEPA APICIL GESTION,140.6,,-74.54,A,27
906,GENERAUX,4370200,Prévoyance,30/01/2026,01JAAJM,BQ,PRLV SEPA AXA / SOGAREP,45.92,,-28.62,A,27
907,GENERAUX,4370200,Prévoyance,31/01/2026,,OD,01/2026 - APICIL Prévoyance (APICIL) (prevoyance),,63.44,-92.06,A,27
908,GENERAUX,4370200,Prévoyance,31/01/2026,,OD,01/2026 - OPERATEUR TECHNIQUE DSN (15) (santé),,97.72,-189.78,A,27
909,GENERAUX,4370200,Prévoyance,28/02/2026,,OD,02/2026 - APICIL Prévoyance (APICIL) (prevoyance),,63.44,-253.22,A,27
910,GENERAUX,4370200,Prévoyance,28/02/2026,,OD,02/2026 - OPERATEUR TECHNIQUE DSN (15) (santé),,97.72,-350.94,A,28
911,GENERAUX,4370200,Prévoyance,31/03/2026,,OD,03/2026 - APICIL Prévoyance (APICIL) (prevoyance),,78.28,-429.22,A,28
912,GENERAUX,4370200,Prévoyance,31/03/2026,,OD,03/2026 - OPERATEUR TECHNIQUE DSN (15) (santé),,146.58,-575.8,A,28
913,GENERAUX,4370200,Prévoyance,20/04/2026,02401D6,BQ,PRLV SEPA AXA / SOGAREP,342.02,,-233.78,A,28
914,GENERAUX,4370200,Prévoyance,21/04/2026,024BAP3,BQ,PRLV SEPA APICIL GESTION,205.16,,-28.62,A,28
915,GENERAUX,4370200,Prévoyance,30/04/2026,,OD,04/2026 - APICIL Prévoyance (APICIL) (prevoyance),,82.36,-110.98,A,28
916,GENERAUX,4370200,Prévoyance,30/04/2026,,OD,04/2026 - OPERATEUR TECHNIQUE DSN (15) (santé),,146.58,-257.56,A,28
917,GENERAUX,4370200,Prévoyance,31/05/2026,,OD,05/2026 - APICIL Prévoyance (APICIL) (prevoyance),,81.9,-339.46,A,28
918,GENERAUX,4370200,Prévoyance,31/05/2026,,OD,05/2026 - OPERATEUR TECHNIQUE DSN (15) (santé),,146.58,-486.04,A,28
919,GENERAUX,4370200,Prévoyance,30/06/2026,,OD,06/2026 - APICIL Prévoyance (APICIL) (prevoyance),,75.36,-561.4,A,28
920,GENERAUX,4370200,Prévoyance,30/06/2026,,OD,06/2026 - OPERATEUR TECHNIQUE DSN (15) (santé),,97.72,-659.12,A,28
921,GENERAUX,4370200,Prévoyance,21/07/2026,02QAA8R,BQ,PRLV SEPA APICIL GESTION,239.62,,-419.5,A,28
922,GENERAUX,4370200,Prévoyance,21/07/2026,02Q9ZUJ,BQ,PRLV SEPA AXA / SOGAREP,390.88,,-28.62,A,28
923,GENERAUX,4370200,Prévoyance,31/07/2026,,OD,07/2026 - APICIL Prévoyance (APICIL) (prevoyance),,157.86,-186.48,,28
924,GENERAUX,4370200,Prévoyance,31/07/2026,,OD,07/2026 - OPERATEUR TECHNIQUE DSN (15) (santé),,97.72,-284.2,,28
925,GENERAUX,4370300,Retraite,31/05/2025,,OD,SALAIRES 05/2025,,33.47,-33.47,A,28
926,GENERAUX,4370300,Retraite,30/06/2025,007WBVD,BQ,PRLV SEPA APICIL GESTION,33.47,,0.0,A,28
927,GENERAUX,4370300,Retraite,30/06/2025,,OD,SALAIRES 06/2025,,34.54,-34.54,A,28
928,GENERAUX,4370300,Retraite,25/07/2025,00E2QXO,BQ,PRLV SEPA APICIL GESTION,34.54,,0.0,A,28
929,GENERAUX,4370300,Retraite,31/07/2025,,OD,SALAIRES 07/2025,,34.54,-34.54,A,28
930,GENERAUX,4370300,Retraite,25/08/2025,00KDEZV,BQ,PRLV SEPA APICIL GESTION,34.54,,0.0,A,28
931,GENERAUX,4370300,Retraite,31/08/2025,,OD,SALAIRES 08/2025,,34.54,-34.54,A,28
932,GENERAUX,4370300,Retraite,25/09/2025,00RBI4K,BQ,PRLV SEPA APICIL GESTION,34.54,,0.0,A,28
933,GENERAUX,4370300,Retraite,30/09/2025,,OD,SALAIRES 09/2025,,69.07,-69.07,A,28
934,GENERAUX,4370300,Retraite,27/10/2025,00YEKBZ,BQ,PRLV SEPA APICIL GESTION,69.07,,0.0,A,28
935,GENERAUX,4370300,Retraite,31/10/2025,,OD,SALAIRES 10/2025,,69.07,-69.07,A,28
936,GENERAUX,4370300,Retraite,25/11/2025,0156NMG,BQ,PRLV SEPA APICIL GESTION,69.07,,0.0,A,28
937,GENERAUX,4370300,Retraite,30/11/2025,,OD,SALAIRES 11/2025,,69.07,-69.07,A,28
938,GENERAUX,4370300,Retraite,29/12/2025,01CZL5S,BQ,PRLV SEPA APICIL GESTION,69.07,,0.0,A,28
939,GENERAUX,4370300,Retraite,31/12/2025,,OD,SALAIRES 12/2025,,233.32,-233.32,A,28
940,GENERAUX,4370300,Retraite,26/01/2026,01JON9Z,BQ,PRLV SEPA APICIL GESTION,233.32,,0.0,A,28
941,GENERAUX,4370300,Retraite,31/01/2026,,OD,SALAIRES 01/2026,,292.36,-292.36,A,28
942,GENERAUX,4370300,Retraite,25/02/2026,01QVHRL,BQ,PRLV SEPA APICIL GESTION,292.36,,0.0,A,28
943,GENERAUX,4370300,Retraite,28/02/2026,,OD,SALAIRES 02/2026,,292.36,-292.36,A,28
944,GENERAUX,4370300,Retraite,25/03/2026,01XP2MN,BQ,PRLV SEPA APICIL GESTION,292.36,,0.0,A,28
945,GENERAUX,4370300,Retraite,31/03/2026,,OD,SALAIRES 03/2026,,339.77,-339.77,A,28
946,GENERAUX,4370300,Retraite,27/04/2026,0254III,BQ,PRLV SEPA APICIL GESTION,339.77,,0.0,A,28
947,GENERAUX,4370300,Retraite,30/04/2026,,OD,SALAIRES 04/2026,,352.32,-352.32,A,28
948,GENERAUX,4370300,Retraite,26/05/2026,02C73KG,BQ,PRLV SEPA APICIL GESTION,352.32,,0.0,A,28
949,GENERAUX,4370300,Retraite,31/05/2026,,OD,SALAIRES 05/2026,,403.54,-403.54,A,28
950,GENERAUX,4370300,Retraite,25/06/2026,02JOQNP,BQ,PRLV SEPA APICIL GESTION,403.54,,0.0,A,28
951,GENERAUX,4370300,Retraite,30/06/2026,,OD,SALAIRES 06/2026,,301.33,-301.33,,28
952,GENERAUX,4370300,Retraite,27/07/2026,02R6PFQ,BQ,PRLV SEPA APICIL GESTION,301.33,,0.0,,28
953,GENERAUX,4370300,Retraite,31/07/2026,,OD,SALAIRES 07/2026,,681.43,-681.43,,28
954,GENERAUX,4370800,Compte n°4370800,31/05/2025,,OD,SALAIRES 05/2025,,0.69,-0.69,,29
955,GENERAUX,4370800,Compte n°4370800,30/06/2025,,OD,SALAIRES 06/2025,,0.72,-1.41,,29
956,GENERAUX,4370800,Compte n°4370800,31/07/2025,,OD,SALAIRES 07/2025,,0.72,-2.13,,29
957,GENERAUX,4370800,Compte n°4370800,31/08/2025,,OD,SALAIRES 08/2025,,0.72,-2.85,,29
958,GENERAUX,4370800,Compte n°4370800,30/09/2025,,OD,SALAIRES 09/2025,,1.42,-4.27,,29
959,GENERAUX,4370800,Compte n°4370800,31/10/2025,,OD,SALAIRES 10/2025,,1.42,-5.69,,29
960,GENERAUX,4370800,Compte n°4370800,30/11/2025,,OD,SALAIRES 11/2025,,1.42,-7.11,,29
961,GENERAUX,4370800,Compte n°4370800,31/12/2025,,OD,SALAIRES 12/2025,,4.03,-11.14,,29
962,GENERAUX,4370800,Compte n°4370800,31/01/2026,,OD,SALAIRES 01/2026,,5.88,-17.02,,29
963,GENERAUX,4370800,Compte n°4370800,28/02/2026,,OD,SALAIRES 02/2026,,5.88,-22.9,,29
964,GENERAUX,4370800,Compte n°4370800,31/03/2026,,OD,SALAIRES 03/2026,,7.25,-30.15,,29
965,GENERAUX,4370800,Compte n°4370800,30/04/2026,,OD,SALAIRES 04/2026,,7.64,-37.79,,29
966,GENERAUX,4370800,Compte n°4370800,31/05/2026,,OD,SALAIRES 05/2026,,7.59,-45.38,,29
967,GENERAUX,4370800,Compte n°4370800,30/06/2026,,OD,SALAIRES 06/2026,,6.98,-52.36,,29
968,GENERAUX,4370800,Compte n°4370800,31/07/2026,,OD,SALAIRES 07/2026,,10.51,-62.87,,29
969,GENERAUX,4380000,Compte n°4380000,31/05/2025,,OD,SALAIRES 05/2025,,0.69,-0.69,,29
970,GENERAUX,4380000,Compte n°4380000,30/06/2025,,OD,SALAIRES 06/2025,,0.71,-1.4,,29
971,GENERAUX,4380000,Compte n°4380000,31/07/2025,,OD,SALAIRES 07/2025,,0.71,-2.11,,29
972,GENERAUX,4380000,Compte n°4380000,31/08/2025,,OD,SALAIRES 08/2025,,0.71,-2.82,,29
973,GENERAUX,4380000,Compte n°4380000,30/09/2025,,OD,SALAIRES 09/2025,,1.42,-4.24,,29
974,GENERAUX,4380000,Compte n°4380000,31/10/2025,,OD,SALAIRES 10/2025,,1.42,-5.66,,29
975,GENERAUX,4380000,Compte n°4380000,30/11/2025,,OD,SALAIRES 11/2025,,1.42,-7.08,,29
976,GENERAUX,4380000,Compte n°4380000,31/07/2026,,OD,SALAIRES 07/2026,,3.53,-10.61,,29
977,GENERAUX,4421000,Etat - Prélèvement à la source,31/07/2026,,OD,SALAIRES 07/2026,,209.32,-209.32,,29
978,GENERAUX,4486100,Compte n°4486100,31/07/2026,,OD,SALAIRES 07/2026,,169.64,-169.64,,29
979,GENERAUX,4486300,Compte n°4486300,31/05/2025,,OD,SALAIRES 05/2025,,7.27,-7.27,,29
980,GENERAUX,4486300,Compte n°4486300,30/06/2025,,OD,SALAIRES 06/2025,,7.51,-14.78,,29
981,GENERAUX,4486300,Compte n°4486300,31/07/2025,,OD,SALAIRES 07/2025,,7.51,-22.29,,29
982,GENERAUX,4486300,Compte n°4486300,31/08/2025,,OD,SALAIRES 08/2025,,7.51,-29.8,,29
983,GENERAUX,4486300,Compte n°4486300,30/09/2025,,OD,SALAIRES 09/2025,,15.01,-44.81,,29
984,GENERAUX,4486300,Compte n°4486300,31/10/2025,,OD,SALAIRES 10/2025,,15.01,-59.82,,29
985,GENERAUX,4486300,Compte n°4486300,30/11/2025,,OD,SALAIRES 11/2025,,15.01,-74.83,,29
986,GENERAUX,4486300,Compte n°4486300,31/07/2026,,OD,SALAIRES 07/2026,,37.25,-112.08,,29
987,GENERAUX,4551000,C/c Stéphanie,28/02/2026,W7GB8JN,BQ,VIR INST DE SARL WE FORM REMU GERANT 2026 SARL WE,15000.0,,15000.0,,29
988,GENERAUX,4551000,C/c Stéphanie,25/05/2026,6OKBMQD,BQ,EVI MME HOUVENAGHEL STEPHANI,,15000.0,0.0,,29
989,GENERAUX,4551000,C/c Stéphanie,29/06/2026,8ACJWVJ,BQ,ANNUL.FACT.CB,,2216.0,-2216.0,,30
990,GENERAUX,4551000,C/c Stéphanie,01/07/2026,,BQ,VOYAGE PRIVE,2216.0,,0.0,,30
991,GENERAUX,4551700,C/c Sébastien,17/04/2025,FAC09354,AC,AVOCAT,,1902.0,-1902.0,,30
992,GENERAUX,4551700,C/c Sébastien,17/04/2025,22BEFE2B-0001,AC,SEDOMICILIER,,423.94,-2325.94,,30
993,GENERAUX,4551700,C/c Sébastien,17/04/2025,F-2025-66725,AC,QUALIOPI,,1192.5,-3518.44,,30
994,GENERAUX,4551700,C/c Sébastien,28/04/2025,FA0000086,AC,DANTE,,2160.0,-5678.44,,30
